Assembly constituency name,Age group,Total deletions,Reason for deletion,Male deletions,Female deletions,Gender imbalance in pct
Phulwari (SC),18-29,"2,442",Permanently shifted,871,"1,571",28.67
Phulwari (SC),30-44,"5,485",Permanently shifted,"2,091","3,394",23.76
Phulwari (SC),45-60,"3,769",Permanently shifted,"1,865","1,904",1.03
Phulwari (SC),61-75,"1,444",Permanently shifted,743,701,-2.91
Phulwari (SC),75+,363,Permanently shifted,173,190,4.68
Phulwari (SC),18-29,725,Untraceable,372,353,-2.62
Phulwari (SC),30-44,"1,392",Untraceable,682,710,2.01
Phulwari (SC),45-60,947,Untraceable,492,455,-3.91
Phulwari (SC),61-75,418,Untraceable,207,211,0.96
Phulwari (SC),75+,154,Untraceable,74,80,3.9
Masaurhi (SC),18-29,322,Deceased,155,167,3.73
Masaurhi (SC),30-44,"1,500",Deceased,875,625,-16.67
Masaurhi (SC),45-60,"2,547",Deceased,"1,417","1,130",-11.27
Masaurhi (SC),61-75,"3,692",Deceased,"1,933","1,759",-4.71
Masaurhi (SC),75+,"3,074",Deceased,"1,446","1,628",5.92
Masaurhi (SC),18-29,989,Duplicate enrolment,563,426,-13.85
Masaurhi (SC),30-44,"1,875",Duplicate enrolment,"1,088",787,-16.05
Masaurhi (SC),45-60,943,Duplicate enrolment,472,471,-0.11
Masaurhi (SC),61-75,322,Duplicate enrolment,153,169,4.97
Masaurhi (SC),75+,89,Duplicate enrolment,40,49,10.11
Masaurhi (SC),18-29,"3,169",Permanently shifted,844,"2,325",46.73
Masaurhi (SC),30-44,"7,575",Permanently shifted,"2,945","4,630",22.24
Masaurhi (SC),45-60,"4,970",Permanently shifted,"2,473","2,497",0.48
Masaurhi (SC),61-75,"1,825",Permanently shifted,891,934,2.36
Masaurhi (SC),75+,561,Permanently shifted,261,300,6.95
Masaurhi (SC),18-29,729,Untraceable,341,388,6.45
Masaurhi (SC),30-44,"1,291",Untraceable,621,670,3.8
Masaurhi (SC),45-60,868,Untraceable,445,423,-2.53
Masaurhi (SC),61-75,408,Untraceable,195,213,4.41
Masaurhi (SC),75+,113,Untraceable,45,68,20.35
Paliganj,18-29,268,Deceased,153,115,-14.18
Paliganj,30-44,"1,010",Deceased,566,444,-12.08
Paliganj,45-60,"2,030",Deceased,"1,018","1,012",-0.3
Paliganj,61-75,"3,173",Deceased,"1,577","1,596",0.6
Paliganj,75+,"2,850",Deceased,"1,366","1,484",4.14
Paliganj,18-29,577,Duplicate enrolment,348,229,-20.62
Paliganj,30-44,"1,000",Duplicate enrolment,569,431,-13.8
Paliganj,45-60,529,Duplicate enrolment,265,264,-0.19
Paliganj,61-75,173,Duplicate enrolment,76,97,12.14
Paliganj,75+,35,Duplicate enrolment,11,24,37.14
Paliganj,18-29,"2,272",Permanently shifted,643,"1,629",43.4
Paliganj,30-44,"4,092",Permanently shifted,"1,421","2,671",30.55
Paliganj,45-60,"2,840",Permanently shifted,"1,311","1,529",7.68
Paliganj,61-75,965,Permanently shifted,452,513,6.32
Paliganj,75+,256,Permanently shifted,125,131,2.34
Paliganj,18-29,27,Untraceable,12,15,11.11
Paliganj,30-44,45,Untraceable,25,20,-11.11
Paliganj,45-60,37,Untraceable,20,17,-8.11
Paliganj,61-75,18,Untraceable,9,9,0
Paliganj,75+,4,Untraceable,3,1,-50
Bikram,18-29,303,Deceased,174,129,-14.85
Bikram,30-44,"1,189",Deceased,655,534,-10.18
Bikram,45-60,"2,299",Deceased,"1,126","1,173",2.04
Bikram,61-75,"3,652",Deceased,"1,731","1,921",5.2
Bikram,75+,"2,790",Deceased,"1,320","1,470",5.38
Bikram,18-29,"1,005",Duplicate enrolment,608,397,-21
Bikram,30-44,"1,590",Duplicate enrolment,897,693,-12.83
Bikram,45-60,702,Duplicate enrolment,321,381,8.55
Bikram,61-75,237,Duplicate enrolment,107,130,9.7
Bikram,75+,63,Duplicate enrolment,31,32,1.59
Bikram,18-29,"2,358",Permanently shifted,544,"1,814",53.86
Bikram,30-44,"3,782",Permanently shifted,"1,192","2,590",36.96
Bikram,45-60,"2,407",Permanently shifted,"1,186","1,221",1.45
Bikram,61-75,842,Permanently shifted,380,462,9.74
Bikram,75+,188,Permanently shifted,84,104,10.64
Bikram,18-29,174,Untraceable,100,74,-14.94
Bikram,30-44,213,Untraceable,98,115,7.98
Bikram,45-60,132,Untraceable,68,64,-3.03
Bikram,61-75,58,Untraceable,31,27,-6.9
Bikram,75+,17,Untraceable,8,9,5.88
Sandesh,18-29,300,Deceased,131,169,12.67
Sandesh,30-44,"1,222",Deceased,661,561,-8.18
Sandesh,45-60,"2,310",Deceased,"1,078","1,232",6.67
Sandesh,61-75,"3,278",Deceased,"1,351","1,927",17.57
Sandesh,75+,"2,107",Deceased,893,"1,214",15.23
Sandesh,18-29,"1,112",Duplicate enrolment,514,598,7.55
Sandesh,30-44,"2,003",Duplicate enrolment,"1,179",824,-17.72
Sandesh,45-60,875,Duplicate enrolment,404,471,7.66
Sandesh,61-75,332,Duplicate enrolment,129,203,22.29
Sandesh,75+,61,Duplicate enrolment,22,39,27.87
Sandesh,18-29,"2,693",Permanently shifted,632,"2,061",53.06
Sandesh,30-44,"4,285",Permanently shifted,"1,707","2,578",20.33
Sandesh,45-60,"2,060",Permanently shifted,"1,011","1,049",1.84
Sandesh,61-75,709,Permanently shifted,327,382,7.76
Sandesh,75+,191,Permanently shifted,88,103,7.85
Sandesh,18-29,343,Untraceable,120,223,30.03
Sandesh,30-44,526,Untraceable,240,286,8.75
Sandesh,45-60,253,Untraceable,133,120,-5.14
Sandesh,61-75,93,Untraceable,39,54,16.13
Sandesh,75+,20,Untraceable,7,13,30
Barhara,18-29,266,Deceased,109,157,18.05
Barhara,30-44,"1,311",Deceased,693,618,-5.72
Barhara,45-60,"2,358",Deceased,"1,042","1,316",11.62
Barhara,61-75,"3,481",Deceased,"1,345","2,136",22.72
Barhara,75+,"2,342",Deceased,880,"1,462",24.85
Barhara,18-29,"1,164",Duplicate enrolment,505,659,13.23
Barhara,30-44,"1,820",Duplicate enrolment,"1,073",747,-17.91
Barhara,45-60,777,Duplicate enrolment,358,419,7.85
Barhara,61-75,274,Duplicate enrolment,115,159,16.06
Barhara,75+,59,Duplicate enrolment,24,35,18.64
Barhara,18-29,"2,588",Permanently shifted,664,"1,924",48.69
Barhara,30-44,"4,999",Permanently shifted,"2,192","2,807",12.3
Barhara,45-60,"2,702",Permanently shifted,"1,325","1,377",1.92
Barhara,61-75,998,Permanently shifted,455,543,8.82
Barhara,75+,226,Permanently shifted,91,135,19.47
Barhara,18-29,164,Untraceable,80,84,2.44
Barhara,30-44,437,Untraceable,247,190,-13.04
Barhara,45-60,249,Untraceable,141,108,-13.25
Barhara,61-75,96,Untraceable,43,53,10.42
Barhara,75+,29,Untraceable,7,22,51.72
Arrah,18-29,210,Deceased,123,87,-17.14
Arrah,30-44,"1,084",Deceased,666,418,-22.88
Arrah,45-60,"2,235",Deceased,"1,246",989,-11.5
Arrah,61-75,"3,920",Deceased,"1,952","1,968",0.41
Arrah,75+,"3,031",Deceased,"1,549","1,482",-2.21
Arrah,18-29,398,Duplicate enrolment,197,201,1.01
Arrah,30-44,825,Duplicate enrolment,511,314,-23.88
Arrah,45-60,378,Duplicate enrolment,187,191,1.06
Arrah,61-75,143,Duplicate enrolment,75,68,-4.9
Arrah,75+,29,Duplicate enrolment,14,15,3.45
Arrah,18-29,"1,933",Permanently shifted,671,"1,262",30.57
Arrah,30-44,"6,557",Permanently shifted,"2,964","3,593",9.59
Arrah,45-60,"4,118",Permanently shifted,"2,150","1,968",-4.42
Arrah,61-75,"1,646",Permanently shifted,878,768,-6.68
Arrah,75+,443,Permanently shifted,221,222,0.23
Arrah,18-29,178,Untraceable,95,83,-6.74
Arrah,30-44,555,Untraceable,331,224,-19.28
Arrah,45-60,329,Untraceable,177,152,-7.6
Arrah,61-75,152,Untraceable,92,60,-21.05
Arrah,75+,60,Untraceable,34,26,-13.33
Agiaon (SC),18-29,261,Deceased,121,140,7.28
Agiaon (SC),30-44,"1,032",Deceased,541,491,-4.84
Agiaon (SC),45-60,"1,920",Deceased,886,"1,034",7.71
Agiaon (SC),61-75,"3,260",Deceased,"1,387","1,873",14.91
Agiaon (SC),75+,"2,113",Deceased,916,"1,197",13.3
Agiaon (SC),18-29,522,Duplicate enrolment,281,241,-7.66
Agiaon (SC),30-44,"1,049",Duplicate enrolment,675,374,-28.69
Agiaon (SC),45-60,484,Duplicate enrolment,265,219,-9.5
Agiaon (SC),61-75,138,Duplicate enrolment,59,79,14.49
Agiaon (SC),75+,28,Duplicate enrolment,7,21,50
Agiaon (SC),18-29,"1,675",Permanently shifted,344,"1,331",58.93
Agiaon (SC),30-44,"3,031",Permanently shifted,"1,296","1,735",14.48
Agiaon (SC),45-60,"1,696",Permanently shifted,870,826,-2.59
Agiaon (SC),61-75,621,Permanently shifted,306,315,1.45
Agiaon (SC),75+,145,Permanently shifted,68,77,6.21
Agiaon (SC),18-29,377,Untraceable,132,245,29.97
Agiaon (SC),30-44,864,Untraceable,409,455,5.32
Agiaon (SC),45-60,568,Untraceable,280,288,1.41
Agiaon (SC),61-75,210,Untraceable,104,106,0.95
Agiaon (SC),75+,55,Untraceable,27,28,1.82
Tarari,18-29,280,Deceased,123,157,12.14
Tarari,30-44,"1,168",Deceased,596,572,-2.05
Tarari,45-60,"2,332",Deceased,"1,059","1,273",9.18
Tarari,61-75,"3,549",Deceased,"1,422","2,127",19.86
Tarari,75+,"2,411",Deceased,"1,022","1,389",15.22
Tarari,18-29,"1,055",Duplicate enrolment,584,471,-10.71
Tarari,30-44,"1,892",Duplicate enrolment,"1,146",746,-21.14
Tarari,45-60,926,Duplicate enrolment,459,467,0.86
Tarari,61-75,333,Duplicate enrolment,143,190,14.11
Tarari,75+,71,Duplicate enrolment,25,46,29.58
Tarari,18-29,"3,909",Permanently shifted,890,"3,019",54.46
Tarari,30-44,"5,756",Permanently shifted,"2,292","3,464",20.36
Tarari,45-60,"3,249",Permanently shifted,"1,565","1,684",3.66
Tarari,61-75,"1,163",Permanently shifted,529,634,9.03
Tarari,75+,354,Permanently shifted,156,198,11.86
Tarari,18-29,649,Untraceable,261,388,19.57
Tarari,30-44,"1,103",Untraceable,492,611,10.79
Tarari,45-60,665,Untraceable,335,330,-0.75
Tarari,61-75,225,Untraceable,86,139,23.56
Tarari,75+,56,Untraceable,13,43,53.57
Jagdishpur,18-29,320,Deceased,163,157,-1.88
Jagdishpur,30-44,"1,331",Deceased,653,678,1.88
Jagdishpur,45-60,"2,366",Deceased,"1,071","1,295",9.47
Jagdishpur,61-75,"3,705",Deceased,"1,534","2,171",17.19
Jagdishpur,75+,"2,691",Deceased,"1,158","1,533",13.94
Jagdishpur,18-29,"1,088",Duplicate enrolment,533,555,2.02
Jagdishpur,30-44,"1,661",Duplicate enrolment,941,720,-13.31
Jagdishpur,45-60,697,Duplicate enrolment,329,368,5.6
Jagdishpur,61-75,231,Duplicate enrolment,97,134,16.02
Jagdishpur,75+,47,Duplicate enrolment,17,30,27.66
Jagdishpur,18-29,"3,033",Permanently shifted,777,"2,256",48.76
Jagdishpur,30-44,"4,307",Permanently shifted,"1,745","2,562",18.97
Jagdishpur,45-60,"2,472",Permanently shifted,"1,198","1,274",3.07
Jagdishpur,61-75,869,Permanently shifted,416,453,4.26
Jagdishpur,75+,216,Permanently shifted,90,126,16.67
Jagdishpur,18-29,905,Untraceable,383,522,15.36
Jagdishpur,30-44,"1,297",Untraceable,634,663,2.24
Jagdishpur,45-60,776,Untraceable,376,400,3.09
Jagdishpur,61-75,315,Untraceable,124,191,21.27
Jagdishpur,75+,117,Untraceable,47,70,19.66
Shahpur,18-29,293,Deceased,163,130,-11.26
Shahpur,30-44,"1,191",Deceased,690,501,-15.87
Shahpur,45-60,"2,554",Deceased,"1,247","1,307",2.35
Shahpur,61-75,"4,197",Deceased,"1,915","2,282",8.74
Shahpur,75+,"3,551",Deceased,"1,572","1,979",11.46
Shahpur,18-29,809,Duplicate enrolment,379,430,6.3
Shahpur,30-44,"1,649",Duplicate enrolment,"1,024",625,-24.2
Shahpur,45-60,895,Duplicate enrolment,437,458,2.35
Shahpur,61-75,411,Duplicate enrolment,183,228,10.95
Shahpur,75+,98,Duplicate enrolment,47,51,4.08
Shahpur,18-29,"2,714",Permanently shifted,721,"1,993",46.87
Shahpur,30-44,"4,896",Permanently shifted,"2,215","2,681",9.52
Shahpur,45-60,"2,981",Permanently shifted,"1,550","1,431",-3.99
Shahpur,61-75,"1,254",Permanently shifted,617,637,1.59
Shahpur,75+,369,Permanently shifted,157,212,14.91
Shahpur,18-29,753,Untraceable,323,430,14.21
Shahpur,30-44,"1,355",Untraceable,727,628,-7.31
Shahpur,45-60,836,Untraceable,384,452,8.13
Shahpur,61-75,356,Untraceable,156,200,12.36
Shahpur,75+,156,Untraceable,66,90,15.38
Brahampur,18-29,233,Deceased,109,124,6.44
Brahampur,30-44,"1,022",Deceased,490,532,4.11
Brahampur,45-60,"2,150",Deceased,934,"1,216",13.12
Brahampur,61-75,"3,274",Deceased,"1,304","1,970",20.34
Brahampur,75+,"2,195",Deceased,923,"1,272",15.9
Brahampur,18-29,428,Duplicate enrolment,202,226,5.61
Brahampur,30-44,687,Duplicate enrolment,356,331,-3.64
Brahampur,45-60,348,Duplicate enrolment,135,213,22.41
Brahampur,61-75,106,Duplicate enrolment,40,66,24.53
Brahampur,75+,28,Duplicate enrolment,10,18,28.57
Brahampur,18-29,"3,139",Permanently shifted,700,"2,439",55.4
Brahampur,30-44,"5,365",Permanently shifted,"1,926","3,439",28.2
Brahampur,45-60,"2,508",Permanently shifted,"1,212","1,296",3.35
Brahampur,61-75,933,Permanently shifted,378,555,18.97
Brahampur,75+,258,Permanently shifted,116,142,10.08
Brahampur,18-29,439,Untraceable,215,224,2.05
Brahampur,30-44,719,Untraceable,384,335,-6.82
Brahampur,45-60,460,Untraceable,235,225,-2.17
Brahampur,61-75,170,Untraceable,85,85,0
Brahampur,75+,46,Untraceable,21,25,8.7
Buxar,18-29,181,Deceased,88,93,2.76
Buxar,30-44,667,Deceased,298,369,10.64
Buxar,45-60,"1,389",Deceased,564,825,18.79
Buxar,61-75,"2,219",Deceased,868,"1,351",21.77
Buxar,75+,"1,702",Deceased,678,"1,024",20.33
Buxar,18-29,577,Duplicate enrolment,238,339,17.5
Buxar,30-44,642,Duplicate enrolment,326,316,-1.56
Buxar,45-60,266,Duplicate enrolment,94,172,29.32
Buxar,61-75,94,Duplicate enrolment,33,61,29.79
Buxar,75+,27,Duplicate enrolment,12,15,11.11
Buxar,18-29,"3,482",Permanently shifted,746,"2,736",57.15
Buxar,30-44,"6,916",Permanently shifted,"2,557","4,359",26.06
Buxar,45-60,"3,792",Permanently shifted,"1,926","1,866",-1.58
Buxar,61-75,"1,352",Permanently shifted,663,689,1.92
Buxar,75+,410,Permanently shifted,181,229,11.71
Buxar,18-29,376,Untraceable,158,218,15.96
Buxar,30-44,707,Untraceable,317,390,10.33
Buxar,45-60,519,Untraceable,268,251,-3.28
Buxar,61-75,183,Untraceable,88,95,3.83
Buxar,75+,55,Untraceable,25,30,9.09
Dumraon,18-29,256,Deceased,101,155,21.09
Dumraon,30-44,"1,115",Deceased,540,575,3.14
Dumraon,45-60,"2,245",Deceased,938,"1,307",16.44
Dumraon,61-75,"3,528",Deceased,"1,467","2,061",16.84
Dumraon,75+,"1,834",Deceased,790,"1,044",13.85
Dumraon,18-29,640,Duplicate enrolment,309,331,3.44
Dumraon,30-44,998,Duplicate enrolment,553,445,-10.82
Dumraon,45-60,508,Duplicate enrolment,222,286,12.6
Dumraon,61-75,170,Duplicate enrolment,75,95,11.76
Dumraon,75+,35,Duplicate enrolment,12,23,31.43
Dumraon,18-29,"2,561",Permanently shifted,481,"2,080",62.44
Dumraon,30-44,"3,945",Permanently shifted,"1,386","2,559",29.73
Dumraon,45-60,"1,727",Permanently shifted,864,863,-0.06
Dumraon,61-75,585,Permanently shifted,251,334,14.19
Dumraon,75+,137,Permanently shifted,61,76,10.95
Dumraon,18-29,337,Untraceable,158,179,6.23
Dumraon,30-44,536,Untraceable,271,265,-1.12
Dumraon,45-60,283,Untraceable,141,142,0.35
Dumraon,61-75,89,Untraceable,36,53,19.1
Dumraon,75+,31,Untraceable,12,19,22.58
Rajpur (SC),18-29,205,Deceased,83,122,19.02
Rajpur (SC),30-44,817,Deceased,352,465,13.83
Rajpur (SC),45-60,"1,696",Deceased,618,"1,078",27.12
Rajpur (SC),61-75,"2,757",Deceased,994,"1,763",27.89
Rajpur (SC),75+,"2,073",Deceased,797,"1,276",23.11
Rajpur (SC),18-29,655,Duplicate enrolment,272,383,16.95
Rajpur (SC),30-44,740,Duplicate enrolment,378,362,-2.16
Rajpur (SC),45-60,298,Duplicate enrolment,140,158,6.04
Rajpur (SC),61-75,105,Duplicate enrolment,34,71,35.24
Rajpur (SC),75+,24,Duplicate enrolment,14,10,-16.67
Rajpur (SC),18-29,"1,676",Permanently shifted,231,"1,445",72.43
Rajpur (SC),30-44,"2,326",Permanently shifted,651,"1,675",44.02
Rajpur (SC),45-60,920,Permanently shifted,414,506,10
Rajpur (SC),61-75,302,Permanently shifted,146,156,3.31
Rajpur (SC),75+,76,Permanently shifted,32,44,15.79
Rajpur (SC),18-29,326,Untraceable,139,187,14.72
Rajpur (SC),30-44,530,Untraceable,267,263,-0.75
Rajpur (SC),45-60,269,Untraceable,138,131,-2.6
Rajpur (SC),61-75,124,Untraceable,55,69,11.29
Rajpur (SC),75+,47,Untraceable,18,29,23.4
Ramgarh,18-29,230,Deceased,96,134,16.52
Ramgarh,30-44,674,Deceased,275,399,18.4
Ramgarh,45-60,"1,296",Deceased,554,742,14.51
Ramgarh,61-75,"2,302",Deceased,950,"1,352",17.46
Ramgarh,75+,"1,812",Deceased,747,"1,065",17.55
Ramgarh,18-29,542,Duplicate enrolment,312,230,-15.13
Ramgarh,30-44,618,Duplicate enrolment,314,304,-1.62
Ramgarh,45-60,227,Duplicate enrolment,106,121,6.61
Ramgarh,61-75,77,Duplicate enrolment,40,37,-3.9
Ramgarh,75+,18,Duplicate enrolment,6,12,33.33
Ramgarh,18-29,"3,051",Permanently shifted,465,"2,586",69.52
Ramgarh,30-44,"3,178",Permanently shifted,964,"2,214",39.33
Ramgarh,45-60,"1,615",Permanently shifted,755,860,6.5
Ramgarh,61-75,566,Permanently shifted,253,313,10.6
Ramgarh,75+,169,Permanently shifted,73,96,13.61
Ramgarh,18-29,472,Untraceable,191,281,19.07
Ramgarh,30-44,615,Untraceable,273,342,11.22
Ramgarh,45-60,361,Untraceable,177,184,1.94
Ramgarh,61-75,129,Untraceable,53,76,17.83
Ramgarh,75+,37,Untraceable,14,23,24.32
Mohania (SC),18-29,207,Deceased,87,120,15.94
Mohania (SC),30-44,618,Deceased,228,390,26.21
Mohania (SC),45-60,"1,385",Deceased,552,833,20.29
Mohania (SC),61-75,"2,116",Deceased,779,"1,337",26.37
Mohania (SC),75+,"1,240",Deceased,471,769,24.03
Mohania (SC),18-29,439,Duplicate enrolment,253,186,-15.26
Mohania (SC),30-44,597,Duplicate enrolment,313,284,-4.86
Mohania (SC),45-60,166,Duplicate enrolment,69,97,16.87
Mohania (SC),61-75,56,Duplicate enrolment,23,33,17.86
Mohania (SC),75+,7,Duplicate enrolment,3,4,14.29
Mohania (SC),18-29,"3,486",Permanently shifted,492,"2,994",71.77
Mohania (SC),30-44,"4,145",Permanently shifted,"1,473","2,672",28.93
Mohania (SC),45-60,"2,683",Permanently shifted,"1,289","1,394",3.91
Mohania (SC),61-75,930,Permanently shifted,449,481,3.44
Mohania (SC),75+,207,Permanently shifted,91,116,12.08
Mohania (SC),18-29,100,Untraceable,36,64,28
Mohania (SC),30-44,154,Untraceable,76,78,1.3
Mohania (SC),45-60,84,Untraceable,36,48,14.29
Mohania (SC),61-75,37,Untraceable,18,19,2.7
Mohania (SC),75+,9,Untraceable,3,6,33.33
Bhabua,18-29,241,Deceased,98,143,18.67
Bhabua,30-44,595,Deceased,219,376,26.39
Bhabua,45-60,"1,012",Deceased,446,566,11.86
Bhabua,61-75,"1,847",Deceased,758,"1,089",17.92
Bhabua,75+,"1,675",Deceased,645,"1,030",22.99
Bhabua,18-29,478,Duplicate enrolment,230,248,3.77
Bhabua,30-44,427,Duplicate enrolment,213,214,0.23
Bhabua,45-60,195,Duplicate enrolment,89,106,8.72
Bhabua,61-75,70,Duplicate enrolment,27,43,22.86
Bhabua,75+,20,Duplicate enrolment,3,17,70
Bhabua,18-29,"3,006",Permanently shifted,516,"2,490",65.67
Bhabua,30-44,"3,135",Permanently shifted,"1,168","1,967",25.49
Bhabua,45-60,"2,560",Permanently shifted,"1,273","1,287",0.55
Bhabua,61-75,962,Permanently shifted,438,524,8.94
Bhabua,75+,260,Permanently shifted,122,138,6.15
Bhabua,18-29,76,Untraceable,31,45,18.42
Bhabua,30-44,85,Untraceable,41,44,3.53
Bhabua,45-60,57,Untraceable,30,27,-5.26
Bhabua,61-75,25,Untraceable,13,12,-4
Bhabua,75+,4,Untraceable,1,3,50
Chainpur,18-29,354,Deceased,146,208,17.51
Chainpur,30-44,812,Deceased,349,463,14.04
Chainpur,45-60,"1,439",Deceased,641,798,10.91
Chainpur,61-75,"2,509",Deceased,"1,075","1,434",14.31
Chainpur,75+,"2,387",Deceased,991,"1,396",16.97
Chainpur,18-29,643,Duplicate enrolment,371,272,-15.4
Chainpur,30-44,579,Duplicate enrolment,295,284,-1.9
Chainpur,45-60,237,Duplicate enrolment,100,137,15.61
Chainpur,61-75,101,Duplicate enrolment,53,48,-4.95
Chainpur,75+,34,Duplicate enrolment,14,20,17.65
Chainpur,18-29,"3,135",Permanently shifted,643,"2,492",58.98
Chainpur,30-44,"3,458",Permanently shifted,"1,335","2,123",22.79
Chainpur,45-60,"2,313",Permanently shifted,"1,187","1,126",-2.64
Chainpur,61-75,873,Permanently shifted,437,436,-0.11
Chainpur,75+,233,Permanently shifted,103,130,11.59
Chainpur,18-29,438,Untraceable,210,228,4.11
Chainpur,30-44,464,Untraceable,219,245,5.6
Chainpur,45-60,315,Untraceable,155,160,1.59
Chainpur,61-75,158,Untraceable,68,90,13.92
Chainpur,75+,44,Untraceable,14,30,36.36
Chenari (SC),18-29,316,Deceased,145,171,8.23
Chenari (SC),30-44,"1,153",Deceased,583,570,-1.13
Chenari (SC),45-60,"2,548",Deceased,"1,201","1,347",5.73
Chenari (SC),61-75,"3,842",Deceased,"1,668","2,174",13.17
Chenari (SC),75+,"2,838",Deceased,"1,160","1,678",18.25
Chenari (SC),18-29,867,Duplicate enrolment,461,406,-6.34
Chenari (SC),30-44,"1,354",Duplicate enrolment,725,629,-7.09
Chenari (SC),45-60,446,Duplicate enrolment,197,249,11.66
Chenari (SC),61-75,132,Duplicate enrolment,53,79,19.7
Chenari (SC),75+,28,Duplicate enrolment,11,17,21.43
Chenari (SC),18-29,"3,311",Permanently shifted,715,"2,596",56.81
Chenari (SC),30-44,"3,740",Permanently shifted,"1,295","2,445",30.75
Chenari (SC),45-60,"2,191",Permanently shifted,"1,088","1,103",0.68
Chenari (SC),61-75,676,Permanently shifted,307,369,9.17
Chenari (SC),75+,170,Permanently shifted,73,97,14.12
Chenari (SC),18-29,665,Untraceable,352,313,-5.86
Chenari (SC),30-44,662,Untraceable,307,355,7.25
Chenari (SC),45-60,379,Untraceable,185,194,2.37
Chenari (SC),61-75,130,Untraceable,63,67,3.08
Chenari (SC),75+,31,Untraceable,7,24,54.84
Sasaram,18-29,318,Deceased,167,151,-5.03
Sasaram,30-44,"1,338",Deceased,758,580,-13.3
Sasaram,45-60,"2,744",Deceased,"1,441","1,303",-5.03
Sasaram,61-75,"3,862",Deceased,"1,837","2,025",4.87
Sasaram,75+,"2,943",Deceased,"1,411","1,532",4.11
Sasaram,18-29,917,Duplicate enrolment,490,427,-6.87
Sasaram,30-44,"1,400",Duplicate enrolment,760,640,-8.57
Sasaram,45-60,582,Duplicate enrolment,275,307,5.5
Sasaram,61-75,170,Duplicate enrolment,75,95,11.76
Sasaram,75+,40,Duplicate enrolment,16,24,20
Sasaram,18-29,"2,691",Permanently shifted,706,"1,985",47.53
Sasaram,30-44,"4,412",Permanently shifted,"1,712","2,700",22.39
Sasaram,45-60,"2,689",Permanently shifted,"1,390","1,299",-3.38
Sasaram,61-75,836,Permanently shifted,403,433,3.59
Sasaram,75+,201,Permanently shifted,88,113,12.44
Sasaram,18-29,455,Untraceable,223,232,1.98
Sasaram,30-44,659,Untraceable,324,335,1.67
Sasaram,45-60,425,Untraceable,216,209,-1.65
Sasaram,61-75,134,Untraceable,73,61,-8.96
Sasaram,75+,39,Untraceable,23,16,-17.95
Kargahar,18-29,266,Deceased,118,148,11.28
Kargahar,30-44,833,Deceased,393,440,5.64
Kargahar,45-60,"1,921",Deceased,805,"1,116",16.19
Kargahar,61-75,"2,958",Deceased,"1,195","1,763",19.2
Kargahar,75+,"2,116",Deceased,941,"1,175",11.06
Kargahar,18-29,"1,076",Duplicate enrolment,540,536,-0.37
Kargahar,30-44,"1,104",Duplicate enrolment,585,519,-5.98
Kargahar,45-60,468,Duplicate enrolment,200,268,14.53
Kargahar,61-75,131,Duplicate enrolment,61,70,6.87
Kargahar,75+,31,Duplicate enrolment,15,16,3.23
Kargahar,18-29,"4,081",Permanently shifted,832,"3,249",59.23
Kargahar,30-44,"4,316",Permanently shifted,"1,638","2,678",24.1
Kargahar,45-60,"2,928",Permanently shifted,"1,420","1,508",3.01
Kargahar,61-75,985,Permanently shifted,454,531,7.82
Kargahar,75+,286,Permanently shifted,125,161,12.59
Kargahar,18-29,753,Untraceable,328,425,12.88
Kargahar,30-44,794,Untraceable,371,423,6.55
Kargahar,45-60,537,Untraceable,247,290,8.01
Kargahar,61-75,186,Untraceable,80,106,13.98
Kargahar,75+,47,Untraceable,17,30,27.66
Dinara,18-29,288,Deceased,116,172,19.44
Dinara,30-44,873,Deceased,405,468,7.22
Dinara,45-60,"2,187",Deceased,953,"1,234",12.85
Dinara,61-75,"3,262",Deceased,"1,366","1,896",16.25
Dinara,75+,"2,437",Deceased,"1,077","1,360",11.61
Dinara,18-29,642,Duplicate enrolment,375,267,-16.82
Dinara,30-44,907,Duplicate enrolment,525,382,-15.77
Dinara,45-60,338,Duplicate enrolment,165,173,2.37
Dinara,61-75,93,Duplicate enrolment,37,56,20.43
Dinara,75+,23,Duplicate enrolment,15,8,-30.43
Dinara,18-29,"1,838",Permanently shifted,330,"1,508",64.09
Dinara,30-44,"2,065",Permanently shifted,734,"1,331",28.91
Dinara,45-60,"1,490",Permanently shifted,738,752,0.94
Dinara,61-75,509,Permanently shifted,250,259,1.77
Dinara,75+,142,Permanently shifted,68,74,4.23
Dinara,18-29,162,Untraceable,98,64,-20.99
Dinara,30-44,177,Untraceable,93,84,-5.08
Dinara,45-60,122,Untraceable,68,54,-11.48
Dinara,61-75,50,Untraceable,25,25,0
Dinara,75+,12,Untraceable,6,6,0
Nokha,18-29,260,Deceased,122,138,6.15
Nokha,30-44,872,Deceased,415,457,4.82
Nokha,45-60,"2,040",Deceased,870,"1,170",14.71
Nokha,61-75,"3,427",Deceased,"1,321","2,106",22.91
Nokha,75+,"2,129",Deceased,772,"1,357",27.48
Nokha,18-29,644,Duplicate enrolment,321,323,0.31
Nokha,30-44,908,Duplicate enrolment,524,384,-15.42
Nokha,45-60,307,Duplicate enrolment,136,171,11.4
Nokha,61-75,100,Duplicate enrolment,47,53,6
Nokha,75+,23,Duplicate enrolment,6,17,47.83
Nokha,18-29,"1,855",Permanently shifted,360,"1,495",61.19
Nokha,30-44,"2,156",Permanently shifted,779,"1,377",27.74
Nokha,45-60,"1,466",Permanently shifted,705,761,3.82
